Day,Sample,cell_count,mean_area,equivalent_diameter_area,perimeter,perimeter_crofton,axis_major_length,axis_minor_length,solidity,eccentricity,extent,feret_diameter_max,num_pixels,roundness(circularity),porosity(Rs),ics_area,ics_ratio,equivalent_diameter_area_um,perimeter_um,perimeter_crofton_um,axis_major_length_um,axis_minor_length_um,feret_diameter_max_um,mean_area_um2,ics_area_um2,num_pixels_um2
NB-D2,D2-03,347.625,1809.1973961211943,45.72143881644471,164.50436882290342,158.92863933872434,55.247811933623666,39.70135191113201,0.9412020991503064,0.6537422844733161,0.6749071911826228,58.41936447751495,1809.1973961211943,0.8188707053072294,0.938513826606876,41134.25,0.06148617339312401,74.38560712954107,267.63718874814595,258.56586392532415,89.884354903179,64.59134362829664,95.04425073383561,4788.770238542072,108878.37480148228,4788.770238542072
NB-D2,D2-05,466.5,1284.9767634759432,38.61877577695484,138.14498799109074,133.9127642163424,46.26781108648963,33.80556650975395,0.9386264855346151,0.6417467337636095,0.6776043632934408,49.04436310650123,1284.9767634759432,0.8239946606832123,0.8961591928251121,69469.5,0.10384080717488785,62.83006740669714,224.75230591222032,217.8667716171031,75.27451688562292,54.99931004537156,79.79177428350323,3401.209008671104,183879.03652726312,3401.209008671104
NB-D2,D2-06,364.3,1703.5762892393163,43.82667962842542,158.79351466428074,153.5316308120817,54.00180835660858,37.5197879304132,0.9366500129557471,0.6781044510143869,0.669671311824579,56.92246186554136,1703.5762892393163,0.8060507288784227,0.915304783258595,56661.1,0.08469521674140504,71.30296545829081,258.3460254598939,249.78530569422074,87.85719357665245,61.04209046832519,92.60889409397845,4509.201400845199,149976.44256220222,4509.201400845199
NB-D2,D2-07,510.0,1222.3240764159627,37.76711645832448,133.6410588157754,129.59606957249278,44.641587295651775,33.247645900469905,0.9442105869642283,0.6303684281660039,0.684955736856389,47.25908960732881,1222.3240764159627,0.8384630815417077,0.9301881108428194,46704.153846153844,0.06981188915718059,61.44447681454226,217.42472579123375,210.84380908163487,72.62876366478444,54.091611942993595,76.88725822788739,3235.3734156060427,123621.37068860202,3235.3734156060427
NB-D2,D2-08,317.1,1935.5990679077215,47.381403905860594,170.14813990658655,164.3460729662636,56.84845263412418,41.33486892889342,0.943092351630811,0.6496849542244533,0.6763107965957035,60.36484343962892,1935.5990679077215,0.8208704708620875,0.9092168908819133,60733.9,0.09078310911808665,77.08625510096127,276.81921253014735,267.3796523777461,92.48848621192865,67.24896242306903,98.20940995674584,5123.343218389946,160756.74960296456,5123.343218389946
NB-D2,D2-09,322.3333333333333,1923.2384204175717,46.151237124092745,168.0994295817304,162.36411469773836,56.94867818617263,39.607569218131474,0.9339190693858499,0.6771761347999451,0.6644156734988583,60.07107662958801,1923.2384204175717,0.7976085465585271,0.924310413552566,50636.333333333336,0.07568958644743394,75.08485914096617,273.48610304602124,264.15514385557253,92.65154622779882,64.43876569685632,97.73147174908951,5090.625781941694,134029.46885477324,5090.625781941694
NB-D2,D2-10,368.25,1648.1124860563577,43.41762099256697,157.17340540037353,152.0544065690331,53.258350503000216,37.29547690566662,0.9359266065921314,0.6741118193420109,0.6707303517899584,56.376809284043006,1648.1124860563577,0.8065625306988354,0.8844465620328849,77305.25,0.11555343796711505,70.6374554531908,255.71022014992218,247.38196439459992,86.6476392571153,60.6771520019613,91.72115522120356,4362.394086967596,204619.50767601904,4362.394086967596
NB-D2,D2-11,350.2,1750.0613448105257,44.447111327755955,161.12970532116566,155.7689577474725,54.74198353847523,38.03710489622124,0.9373210186577516,0.6771840971428641,0.6709513880308512,57.8706567729124,1750.0613448105257,0.8055254968703934,0.9116947683109119,59076.2,0.08830523168908813,72.31236476486984,262.1468454883363,253.42528131057128,89.0614072171376,61.88372926133279,94.15154138784631,4632.242839625532,156368.9782953944,4632.242839625532
NB-D2,D2-12,424.0,1457.2116188935997,40.65217806207857,146.0890855781159,141.44414799048792,49.3863946608897,35.14943851108306,0.9382866749164324,0.6606189610914108,0.6728563736609471,52.169813312977766,1457.2116188935997,0.8185288632501978,0.9227957149975087,51649.666666666664,0.07720428500249123,66.13827177281,237.67680123441582,230.1198102149149,80.34823587984074,57.185696504568085,84.8766648114515,3857.0979854250922,136711.66401976356,3857.0979854250922
NB-D2,D2-13,342.5,1857.999867230635,45.7963390066383,164.92786355478427,159.30462964661587,55.50367737516189,39.66909107345004,0.9404375228002251,0.6568136599918387,0.6753770748011205,58.63474324465832,1857.999867230635,0.817129740518162,0.9359691081215745,42836.666666666664,0.06403089187842549,74.5074645396728,268.32618527937035,259.1775740563114,90.30063021526398,64.5388574848243,95.39465703712563,4917.945651748637,113384.50679371803,4917.945651748637
NB-D2,D2-14,373.5,1547.7053326760522,41.98542959440155,151.19939204627457,146.39323863217135,50.9278242636449,36.33686791212632,0.9376374085193255,0.6588704871345907,0.6700547855168342,53.98208288340361,1547.7053326760522,0.8136239505936353,0.851144245142003,99584.5,0.14885575485799696,68.30737946616995,245.9909151182353,238.17163714010655,82.85603484278923,59.11756171280605,87.82510160102237,4096.626079079016,263590.52408681845,4096.626079079016
NB-D2,D2-15,385.0,1599.4077922077922,42.573382131725815,152.71527754231963,147.87739278576748,51.26598395932636,36.947670095816726,0.940495078149013,0.657094114033512,0.67409481026121,54.40937387516908,1599.4077922077922,0.8195174550345102,0.9204364723467864,53228.0,0.0795635276532137,69.26393743075633,248.45715559275027,240.5862529231377,83.40619719378155,60.11129446588639,88.52027438355577,4233.477480698232,140889.35944944416,4233.477480698232
NB-D2,D2-16,326.0,1913.7582025069403,46.746929137338334,169.84834006468756,163.9661082081571,57.59720115677281,40.03937154105729,0.93628361889111,0.6798956311661083,0.6687258648623797,60.880465605012745,1913.7582025069403,0.8042075906553909,0.926219730941704,49359.0,0.07378026905829596,76.0540086956288,276.3314589984502,266.7614760921517,93.70664808273426,65.14127810202652,99.04829142711046,5065.532563544046,130648.4912652197,5065.532563544046
NB-D2,D2-17,438.0,1316.7785388127854,38.51933576563155,140.66570795615468,136.3827912549077,48.3473173046353,32.60775323209017,0.9288282159438872,0.6968071373144178,0.655598262040679,50.819222600389175,1316.7785388127854,0.7932018503292774,0.8621061285500747,92251.0,0.1378938714499252,62.668285411057255,228.8533423156809,221.88533414807875,78.65772915038623,53.05055099068496,82.6793474754256,3485.3852271381297,244179.46003176284,3485.3852271381297
NB-D2,D2-18,460.5,1342.593969674942,39.424989829782405,140.85552117205867,136.48340123072083,47.27962037197416,34.38859531473445,0.9397369090223657,0.6477619152554721,0.6787517047254835,50.03705076010351,1342.593969674942,0.8254948516395043,0.9211014947683109,52783.1,0.07889850523168906,64.1417217060447,229.16215524177696,222.04901959472872,76.9206603567904,55.947857439223185,81.40680818695611,3553.716171717687,139711.75224986766,3553.716171717687
NB-D2,D2-19,404.1666666666667,1281.8747215224953,38.7933551652497,139.02470336762067,134.84097950417004,47.05448795010196,33.48055946708774,0.9397362402947248,0.6596901650160524,0.6732568860686589,49.846990569933865,1281.8747215224953,0.821721981423036,0.76950274040857,154202.66666666666,0.23049725959142997,63.114095952753,226.18354176302287,219.3769134568902,76.55438553432168,54.47054614782318,81.09759345087393,3392.998204135774,408159.5200282337,3392.998204135774
NB-D2,D2-20,312.6666666666667,1986.4626479995807,47.226019762390585,172.63548697296972,166.68789807495105,58.39248564493928,40.448944636103484,0.9330635534135664,0.682152862863231,0.6628365049279193,61.81043735212228,1986.4626479995807,0.7958831383826318,0.9268485301444942,48938.333333333336,0.07315146985550568,76.83345588576763,280.86595354408604,271.189639268147,95.00052073907095,65.80762509651301,100.56129090422189,5257.974187399632,129535.02735133229,5257.974187399632
NB-D2,D2-21,499.0,1206.9721143633467,37.48153115098793,132.73061431090352,128.77775325934496,44.1814391215447,33.08890752779615,0.9423454816393527,0.6255703960645731,0.6850232521291795,46.77795808356834,1206.9721143633467,0.8370316157482941,0.8939835575485799,70925.0,0.10601644245141997,60.97984934385415,215.94349578172904,209.51246524484353,71.8801345274137,53.833355629724515,76.10449063722243,3194.7382592994886,187731.60402329275,3194.7382592994886
NB-D2,D2-22,327.57142857142856,1812.1518096701,45.81877802837328,164.47728944677036,158.91113876791078,55.480627254940195,39.575501477147746,0.942705540063999,0.6605135314336122,0.6780010421816073,58.675297104658014,1812.1518096701,0.8228428788094443,0.8805282938287423,79926.57142857143,0.1194717061712577,74.543971270396,267.5931324829345,258.5373917114398,90.26312926972322,64.38659370830793,95.46063535223585,4796.590284992323,211557.89155259775,4796.590284992323
NB-D2,D2-23,381.6666666666667,1633.3772973221712,43.07574861738041,155.36690961257125,150.3075964316996,52.40744570256269,37.22127345385548,0.9395635984587237,0.6598536225124332,0.6721291900232704,55.53896511197966,1633.3772973221712,0.813975110952044,0.9301240657698057,46747.0,0.06987593423019427,70.08125283036513,252.77117690388374,244.54002555870193,85.26327621368411,60.55642813681265,90.35804091351332,4323.39146988399,123734.78030704078,4323.39146988399
NB-D2,D2-24,373.5,1640.536842786843,43.67296578848138,156.57321919276117,151.44909259866856,52.52371847985765,38.01698387775521,0.9411457581989692,0.6491259742293205,0.6751221375535363,55.71147659426087,1640.536842786843,0.8227833757116265,0.913391629297459,57941.0,0.08660837070254104,71.05288371098723,254.73375885299635,246.39716058362794,85.45244395108728,61.85099376102037,90.6387051200319,4342.342093136165,153364.2138697724,4342.342093136165
NB-D3,D3-01,370.4166666666667,1711.9749607824785,44.07226906962808,156.9946715536012,151.78452573230217,52.69597251137109,38.46660180894829,0.9470668900028455,0.6426277442765687,0.6857132187332238,55.633476824752584,1711.9749607824785,0.8306531227725475,0.9397984554060788,40274.833333333336,0.06020154459392122,71.70252243115436,255.4194325883117,246.94288700743695,85.73268930307802,62.58249092414323,90.51180490951727,4531.43187078475,106603.58214222694,4531.43187078475
NB-D3,D3-02,300.6363636363636,2067.7311239465944,48.829145085867935,174.5073358717479,168.4060681271925,58.28139303686109,42.683137619622364,0.9474677008220116,0.6405749188850719,0.6893043614383743,61.576175208087264,2067.7311239465944,0.8296724915839253,0.9221668704987092,52070.36363636364,0.0778331295012909,79.44162950362663,283.9113217650943,273.9849826736963,94.81978077739399,69.44250199071607,100.18016265754814,5473.083970213326,137825.20814283652,5473.083970213326
NB-D3,D3-03,332.2142857142857,1944.541923260374,47.004130552910354,168.24206880321213,162.43225285972693,56.53498269065961,40.88566974968395,0.9463153713351684,0.6522855044264685,0.6783612272674444,59.652715676816264,1944.541923260374,0.8235659941730187,0.9623156096519325,25210.85714285714,0.037684390348067434,76.47245754472803,273.71816715784854,264.2659999152114,91.97849237391564,66.51814654035518,97.05082752010632,5147.01409015451,66730.69651365046,5147.01409015451
NB-D3,D3-04,361.9230769230769,1748.9847062545125,44.39663458968211,160.31859732002388,154.94145650272714,54.44883509614401,38.118401917025906,0.9390089203848184,0.6751539644271608,0.6732401657169049,57.347384679247526,1748.9847062545125,0.811388210726044,0.9443218351155571,37248.692307692305,0.05567816488444288,72.23024261594502,260.8272290748026,252.07899422765698,88.58447505081993,62.01599387082279,93.30021401520011,4629.393081668906,98593.68000977318,4629.393081668906
NB-D3,D3-05,282.875,2049.212010519461,48.43408649047339,173.3121056426077,167.37578821662194,57.83055879860078,42.37439650081669,0.9443179683763495,0.6380781513576425,0.6848657222397359,60.92226616271665,2049.212010519461,0.8268312029955341,0.8639136771300449,91041.75,0.13608632286995512,78.79889659252677,281.9667651510493,272.30878877768106,94.08630476710458,68.94020162216437,99.11629803284396,5424.065671041453,240978.69242985707,5424.065671041453
NB-D3,D3-06,264.27272727272725,2410.4995468903066,51.97780984470876,190.2366827073245,183.32243175769338,64.78134958710987,44.16318578048806,0.9353261138959283,0.6848255520703044,0.6703706917425121,68.21693199438029,2410.4995468903066,0.7972402462855743,0.9468323141731214,35569.181818181816,0.05316768582687861,84.56428849679732,309.50187718949326,298.2528708579311,105.3947588800514,71.85043760859861,110.98421297038205,6380.358779487313,94148.17844939603,6380.358779487313
NB-D3,D3-07,279.6,2225.161941160978,49.629462060635504,182.9773211397118,176.4580749646139,61.86550498104899,42.42071078556346,0.9248306314304825,0.6896723921554995,0.6544045008567714,65.28805421475873,2225.161941160978,0.7848417657602859,0.9280678624813155,48122.6,0.07193213751868455,80.74368966632542,297.69139983886555,287.08503885559804,100.6508821138805,69.01555174846922,106.21913213554596,5889.788092008943,127375.86024351508,5889.788092008943
NB-D3,D3-08,323.1666666666667,1989.2226528347194,46.86779563089527,169.96081525033807,164.09071579074632,57.54302875181338,40.335519523689555,0.9370530503019721,0.668641439556291,0.6705345453477586,60.54707383795025,1989.2226528347194,0.8062990704679048,0.9505758594917787,33064.75,0.049424140508221165,76.25065009051022,276.5144483178635,266.9642039791952,93.61851334032706,65.62309031219623,98.50588616500802,5265.27965281821,87519.19004764425,5265.27965281821
NB-D3,D3-09,345.6111111111111,1850.7136796419109,46.371726727687445,165.11823285147184,159.46130166801748,55.08078365824774,40.69466156059466,0.9488448168233167,0.6342265066410803,0.6860455045039547,58.266338478152825,1850.7136796419109,0.8337892870628582,0.953438382328517,31149.722222222223,0.046561617671483105,75.44358042038586,268.6359029103001,259.4324685594997,89.61261149366999,66.20738947583753,94.79528805541125,4898.659819062761,82450.29704135051,4898.659819062761
NB-D3,D3-10,312.0,2075.016457269408,48.01616237278804,174.7687802536294,168.65256303193786,59.1743468774273,41.246835369772974,0.9360226689707128,0.6730307212856764,0.6695209516882462,62.340966563733694,2075.016457269408,0.8042747383874476,0.959099935938501,27362.14285714286,0.040900064061498986,78.11896306390558,284.336673625847,274.38601277288967,96.27255469021499,67.10573793336656,101.42442510400299,5492.3675417400955,72424.94139000228,5492.3675417400955
NB-D3,D3-11,382.8181818181818,1664.7488281415542,43.36595153557121,155.8219814632919,150.68966792936124,52.48865663874412,37.630163338521996,0.9402107800402764,0.6539287152976697,0.6770865468070664,55.43759785741982,1664.7488281415542,0.8186869507643624,0.941499524391901,39136.818181818184,0.05850047560809887,70.55339283337445,253.5115472154857,245.1616293633099,85.39540076946781,61.221663595437526,90.19312342691015,4406.42887279395,103591.36628326676,4406.42887279395
NB-D3,D3-12,318.0769230769231,2018.1070370770244,47.89519832799537,172.40364996102124,166.42111726345354,58.095272809078715,41.43085959447934,0.9445947227611852,0.6567793501688565,0.6792000181878789,61.35527237904012,2018.1070370770244,0.8190349164396877,0.9499437737150742,33487.61538461538,0.0500562262849258,77.92216295993529,280.48877081897274,270.7556054068457,94.51697608661728,67.4051325726359,99.82076908900203,5341.733819685084,88638.4737549375,5341.733819685084
NB-D3,D3-13,305.72727272727275,2109.3812404006158,48.21027870759728,174.916272116716,168.77585663766652,59.271626646874736,41.39882970061116,0.9381170535397684,0.6713566339164779,0.6704921756790431,62.39423081932535,2109.3812404006158,0.8060915799328433,0.9587733387688545,27580.636363636364,0.04122666123114549,78.43477686575282,284.5766326487117,274.58660291079275,96.43082212227942,67.35302215871731,101.51108235042943,5583.327793543186,73003.27253477069,5583.327793543186
NB-D3,D3-14,297.3333333333333,2103.4087012626337,49.03463487927437,175.67908563485392,169.54439825484187,58.86721737891312,42.70994264861287,0.9458513069464075,0.6475481851593123,0.6815777377408571,62.21233988500676,2103.4087012626337,0.825168418130722,0.9312341803687096,46004.333333333336,0.06876581963129041,79.77594713310515,285.8176772908349,275.8369667724249,95.77287631600444,69.48611191217081,101.2151584265353,5567.519061044558,121769.01358743603,5567.519061044558
NB-D3,D3-15,372.7857142857143,1718.9673465384935,44.53452082084628,158.73812685401077,153.4102380576046,53.106889222546904,38.98230456590023,0.9461557911105557,0.6380336215701204,0.6858068831189709,56.15757951198436,1718.9673465384935,0.8319874860831575,0.9512551783045057,32610.285714285714,0.0487448216954943,72.45457394246183,258.25591333741573,249.58780810935346,86.40122226773823,63.42150351139478,91.36448360023986,4549.940038481985,86316.26711033806,4549.940038481985
